2.185445	0.022838	0.000094	0.681128
1.887779	0.016934	0.000083	0.519738
1.696440	0.013331	0.000070	0.361079
1.929102	0.020904	0.000083	0.409160
1.902270	0.018284	0.000083	0.475741
1.887779	0.016934	0.000083	0.519738
1.881440	0.016382	0.000083	0.540121
1.913114	0.019644	0.000083	0.438237
1.887779	0.016934	0.000083	0.519738
1.868755	0.014952	0.000083	0.601455
1.887681	0.016934	0.000085	0.519742
1.887825	0.016934	0.000083	0.519742
1.887779	0.016934	0.000083	0.519738
1.887779	0.016934	0.000083	0.519738
1.887623	0.016934	0.000083	0.519778
1.887779	0.016934	0.000083	0.519740
1.887779	0.016934	0.000083	0.519738
1.928513	0.016917	0.000083	0.563669
1.891350	0.016932	0.000083	0.525644
1.887779	0.016934	0.000083	0.519738
1.888291	0.016935	0.000083	0.518237
1.947298	0.016924	0.000083	0.585745
1.887779	0.016934	0.000083	0.519738
1.834693	0.016930	0.000083	0.465357
1.793727	0.016925	0.000083	0.420221
1.219076	0.005920	0.000141	0.080998
1.196560	0.003024	0.000109	0.082494
1.187471	0.001587	0.000078	0.083361
1.214148	0.004365	0.000109	0.056779
1.196780	0.003134	0.000109	0.079433
1.196560	0.003024	0.000109	0.082494
1.196474	0.003103	0.000109	0.080329
1.198680	0.003918	0.000109	0.062932
1.196560	0.003024	0.000109	0.082494
1.192247	0.001235	0.000109	0.212964
1.197588	0.003025	0.000401	0.078762
1.196504	0.003024	0.000110	0.082477
1.196560	0.003024	0.000109	0.082494
1.196515	0.003024	0.000109	0.082486
1.196548	0.003025	0.000123	0.082245
1.196482	0.003025	0.000112	0.082392
1.196560	0.003024	0.000109	0.082494
1.196510	0.003024	0.000109	0.082492
1.196492	0.003025	0.000109	0.082489
1.196560	0.003024	0.000109	0.082494
1.196567	0.003025	0.000109	0.082494
1.196532	0.003025	0.000109	0.082490
1.196560	0.003024	0.000109	0.082494
1.196489	0.003025	0.000109	0.082490
1.196488	0.003025	0.000109	0.082482
9.803951	0.243876	0.000074	0.999996
5.610181	0.121937	0.000081	0.999993
3.495101	0.060970	0.000085	0.999982
5.613173	0.122174	0.000081	0.997070
5.610160	0.121936	0.000081	0.999993
5.610181	0.121937	0.000081	0.999993
5.610223	0.121938	0.000081	0.999993
5.610197	0.121937	0.000081	0.999993
5.610181	0.121937	0.000081	0.999993
5.610248	0.121940	0.000081	0.999993
5.610174	0.121936	0.000084	0.999985
5.610185	0.121937	0.000081	0.999993
5.610181	0.121937	0.000081	0.999993
5.610255	0.121939	0.000081	0.999993
5.610178	0.121937	0.000082	0.999992
5.610216	0.121938	0.000081	0.999993
5.610181	0.121937	0.000081	0.999993
5.610100	0.121934	0.000081	0.999993
5.610208	0.121938	0.000081	0.999993
5.610181	0.121937	0.000081	0.999993
5.610194	0.121937	0.000081	0.999993
5.611373	0.121935	0.000081	0.999993
5.610181	0.121937	0.000081	0.999993
5.607671	0.121935	0.000081	0.999993
5.602795	0.121936	0.000081	0.999993
1.321488	0.004532	0.000035	0.932758
1.184070	0.003062	0.000026	0.897868
1.159712	0.001970	0.000018	0.818983
1.187227	0.003840	0.000026	0.743807
1.184594	0.003208	0.000026	0.865808
1.184070	0.003062	0.000026	0.897868
1.183781	0.003030	0.000026	0.903562
1.185659	0.003492	0.000026	0.820897
1.184070	0.003062	0.000026	0.897868
1.183834	0.002993	0.000026	0.914994
1.184067	0.003062	0.000026	0.897819
1.184066	0.003062	0.000026	0.897868
1.184070	0.003062	0.000026	0.897868
1.184050	0.003062	0.000026	0.897855
1.184020	0.003062	0.000026	0.897820
1.184109	0.003062	0.000026	0.897868
1.184070	0.003062	0.000026	0.897868
1.187218	0.003062	0.000026	0.918619
1.183944	0.003062	0.000026	0.897955
1.184070	0.003062	0.000026	0.897868
1.184105	0.003062	0.000026	0.898272
1.189436	0.003064	0.000026	0.928702
1.184070	0.003062	0.000026	0.897868
1.178493	0.003062	0.000026	0.863033
1.177930	0.003062	0.000026	0.859825
33.484949	0.487302	0.000028	0.999995
17.657287	0.243654	0.000022	0.999991
10.273077	0.121831	0.000019	0.999985
17.667027	0.243939	0.000022	0.997667
17.657527	0.243654	0.000022	0.999990
17.657287	0.243654	0.000022	0.999991
17.658503	0.243654	0.000022	0.999991
17.658503	0.243654	0.000022	0.999990
17.657287	0.243654	0.000022	0.999991
17.658898	0.243654	0.000022	0.999991
17.657632	0.243654	0.000022	0.999990
17.657287	0.243654	0.000022	0.999991
17.657287	0.243654	0.000022	0.999991
17.657287	0.243654	0.000022	0.999991
17.658341	0.243654	0.000022	0.999989
17.657379	0.243654	0.000022	0.999991
17.657287	0.243654	0.000022	0.999991
17.657691	0.243654	0.000022	0.999991
17.656665	0.243654	0.000022	0.999991
17.657287	0.243654	0.000022	0.999991
17.657599	0.243654	0.000022	0.999991
17.660330	0.243654	0.000022	0.999991
17.657287	0.243654	0.000022	0.999991
17.654069	0.243654	0.000022	0.999991
17.647633	0.243654	0.000022	0.999991
