109.510759 	 1.9257 	 0.8079258 	 0.109272 	 9.6680114
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
139.621762 	 4.82144 	 16.079242 	 0.084822 	 190.426416
126.983972 	 2.76841 	 11.378254 	 0.096455 	 139.363574
125.578444 	 2.77103 	 11.383334 	 0.095114 	 135.965593
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
129.198955 	 2.88006 	 13.056624 	 0.094072 	 158.690261
103.156100 	 2.42392 	 1.237907 	 0.095656 	 12.215047
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
137.728640 	 2.96518 	 12.765392 	 0.093438 	 164.278961
124.008872 	 2.76349 	 11.381114 	 0.094384 	 133.209718
124.568180 	 2.77029 	 11.423624 	 0.094391 	 134.320285
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
135.554875 	 2.97531 	 12.233894 	 0.094389 	 156.531316
96.793756 	 2.17844 	 1.112788 	 0.094381 	 10.165865
113.838514 	 2.56684 	 10.256884 	 0.094389 	 110.211280
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
127.501111 	 2.77312 	 11.457144 	 0.096426 	 140.858964
125.271108 	 2.773 	 11.455604 	 0.094567 	 135.708960
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
125.084769 	 2.77375 	 10.877244 	 0.094415 	 128.458929
128.532121 	 2.74487 	 9.662874 	 0.097365 	 120.926326
125.050228 	 2.77311 	 11.451394 	 0.094389 	 135.164994
122.105340 	 2.83809 	 14.019634 	 0.091735 	 157.038594
120.055473 	 2.90967 	 19.308042 	 0.089686 	 207.895387
63.315785 	 1.9257 	 0.8079258 	 0.060954 	 3.1180687
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
101.396958 	 4.82144 	 16.079242 	 0.059374 	 96.802551
83.137144 	 2.76841 	 11.378254 	 0.060707 	 57.426123
82.234404 	 2.77103 	 11.383334 	 0.059839 	 56.015388
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
86.021229 	 2.88006 	 13.056624 	 0.059824 	 67.191136
66.628088 	 2.42392 	 1.237907 	 0.059934 	 4.943318
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
91.438966 	 2.96518 	 12.765392 	 0.059612 	 69.582360
81.748428 	 2.76349 	 11.381114 	 0.059879 	 55.710713
82.030724 	 2.77029 	 11.423624 	 0.059825 	 56.061298
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
89.092042 	 2.97531 	 12.233894 	 0.059826 	 65.206905
64.434457 	 2.17844 	 1.112788 	 0.059827 	 4.289708
75.230535 	 2.56684 	 10.256884 	 0.059824 	 46.162045
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
82.430594 	 2.77312 	 11.457144 	 0.059825 	 56.499877
82.431312 	 2.773 	 11.455604 	 0.059825 	 56.492775
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
82.440711 	 2.77375 	 10.877244 	 0.059828 	 53.649426
82.360421 	 2.74487 	 9.662874 	 0.059827 	 47.612622
82.436283 	 2.77311 	 11.451394 	 0.059828 	 56.478251
82.601749 	 2.83809 	 14.019634 	 0.059824 	 69.278961
82.911816 	 2.90967 	 19.308042 	 0.059824 	 95.770137
476.255838 	 1.9257 	 0.8079258 	 0.490198 	 188.6180819
352.150438 	 2.77311 	 11.451394 	 0.280509 	 1131.184355
264.997958 	 4.82144 	 16.079242 	 0.174755 	 744.625165
350.503518 	 2.76841 	 11.378254 	 0.280659 	 1119.301225
350.972451 	 2.77103 	 11.383334 	 0.280508 	 1120.695837
352.150438 	 2.77311 	 11.451394 	 0.280509 	 1131.184355
358.829952 	 2.88006 	 13.056624 	 0.280511 	 1314.224263
294.992507 	 2.42392 	 1.237907 	 0.280510 	 102.434759
352.150438 	 2.77311 	 11.451394 	 0.280509 	 1131.184355
388.699307 	 2.96518 	 12.765392 	 0.280512 	 1391.872218
348.627245 	 2.76349 	 11.381114 	 0.280509 	 1112.994190
350.265417 	 2.77029 	 11.423624 	 0.280509 	 1122.400780
352.150438 	 2.77311 	 11.451394 	 0.280509 	 1131.184355
382.646381 	 2.97531 	 12.233894 	 0.280513 	 1313.152957
267.751731 	 2.17844 	 1.112788 	 0.280509 	 83.577912
318.387839 	 2.56684 	 10.256884 	 0.280511 	 916.055552
352.150438 	 2.77311 	 11.451394 	 0.280509 	 1131.184355
352.131110 	 2.77312 	 11.457144 	 0.280505 	 1131.674094
352.139070 	 2.773 	 11.455604 	 0.280510 	 1131.567729
352.150438 	 2.77311 	 11.451394 	 0.280509 	 1131.184355
352.204429 	 2.77375 	 10.877244 	 0.280510 	 1074.637600
